"Nombre","CodigoBarra","Categoria","FechaCaducidad","Marca","Precio","Stock"
"Huevo Condimentos","7500000000673","Desayuno","2027-04-24","McCormick","200.14","337"
"Ajo Bebidas","7500000000674","Frutas","2027-12-06","Quaker","479.23","235"
"Vino Frutas","7500000000675","Condimentos","2026-10-16","Nutrioli","273.36","377"
"Pescado Conservas","7500000000676","Verduras","2027-10-22","Quaker","116.74","167"
"Leche Condimentos","7500000000677","Carnes","2026-12-12","Heinz","46.55","124"
"Cebolla Frutas","7500000000678","Desayuno","2026-10-11","Nescafe","361.45","245"
"Pan Carnes","7500000000679","Carnes","2026-10-26","Bimbo","125.81","26"
"Salsa Carnes","7500000000680","Frutas","2028-02-23","McCormick","460.12","359"
"Sardina Alimentos","7500000000681","Panaderia","2028-03-26","Nutrioli","172.29","160"
"Ketchup Frutas","7500000000682","Carnes","2026-10-29","Nutrioli","460.31","416"
"Atun Frutas","7500000000683","Condimentos","2027-04-06","Brillante","387.52","145"
"Arroz Panaderia","7500000000684","Frutas","2027-01-28","Lala","83.69","216"
"Chiles Frutas","7500000000685","Lacteos","2027-09-18","Bimbo","441.79","242"
"Tomate Alimentos","7500000000686","Verduras","2027-03-12","Lala","316.04","65"
"Chocolate Alimentos","7500000000687","Condimentos","2028-01-16","Brillante","355.26","383"
"Atun Conservas","7500000000688","Desayuno","2027-01-16","Heinz","286.82","126"
"Mayonesa Bebidas","7500000000689","Desayuno","2027-04-03","McCormick","263.2","272"
"Limon Lacteos","7500000000690","Conservas","2027-03-05","Nescafe","380.42","294"
"Galletas Desayuno","7500000000691","Frutas","2027-03-23","Quaker","22.55","65"
"Galletas Condimentos","7500000000692","Frutas","2026-11-29","Nutrioli","108.42","192"
"Naranja Frutas","7500000000693","Carnes","2027-03-06","Quaker","54.4","485"
"Cereal Carnes","7500000000694","Frutas","2027-04-30","Rosarita","430.96","402"
"Vinagre Lacteos","7500000000695","Conservas","2028-02-27","Nescafe","452.96","234"
"Vino Alimentos","7500000000696","Carnes","2026-07-28","Rosarita","76.91","387"
"Manzana Bebidas","7500000000697","Condimentos","2028-03-29","Bimbo","333.83","326"
"Harina Alimentos","7500000000698","Desayuno","2027-12-11","Quaker","120.91","50"
"Ketchup Alimentos","7500000000699","Carnes","2027-05-04","Rosarita","488.12","474"
"Pan Conservas","7500000000700","Conservas","2026-12-12","Activia","284.01","157"
"Atun Carnes","7500000000701","Conservas","2026-10-20","Quaker","225.07","30"
"Arroz Carnes","7500000000702","Verduras","2026-09-28","Tampico","165.61","308"
"Ketchup Panaderia","7500000000703","Conservas","2027-03-14","Quaker","292.94","106"
"Pollo Alimentos","7500000000704","Bebidas","2026-08-30","McCormick","169.84","245"
"Yogurt Desayuno","7500000000705","Frutas","2027-08-15","Quaker","411.79","272"
"Refresco Desayuno","7500000000706","Alimentos","2027-01-28","Rosarita","284.8","108"
"Arroz Panaderia","7500000000707","Frutas","2027-06-26","Bimbo","155.46","51"
"Salsa Alimentos","7500000000708","Verduras","2027-10-12","Bimbo","74.74","130"
"Refresco Bebidas","7500000000709","Alimentos","2027-12-09","McCormick","12.56","80"
"Queso Panaderia","7500000000710","Panaderia","2027-04-11","Nutrioli","206.09","292"
"Leche Lacteos","7500000000711","Frutas","2026-07-16","Nutrioli","327.25","442"
"Jugo Condimentos","7500000000712","Panaderia","2026-12-16","McCormick","230.39","223"
"Yogurt Bebidas","7500000000713","Conservas","2026-08-01","Brillante","57.47","490"
"Limon Verduras","7500000000714","Panaderia","2028-02-17","Brillante","12.89","444"
"Manzana Desayuno","7500000000715","Bebidas","2027-10-26","Lala","228.91","477"
"Tomate Desayuno","7500000000716","Condimentos","2027-12-31","Nescafe","20.73","352"
"Leche Desayuno","7500000000717","Condimentos","2027-04-21","Bimbo","494.73","412"
"Mantequilla Bebidas","7500000000718","Conservas","2026-08-29","Tampico","495.5","119"
"Zanahoria Verduras","7500000000719","Alimentos","2027-11-23","Nutrioli","488.47","313"
"Ajo Alimentos","7500000000720","Lacteos","2028-01-14","Tampico","140.97","482"
"Jugo Conservas","7500000000721","Lacteos","2027-02-03","Lala","420.51","188"
"Huevo Condimentos","7500000000722","Carnes","2027-09-27","Lala","126.54","495"
"Cereal Frutas","7500000000723","Carnes","2027-12-22","Brillante","120.57","342"
"Vino Verduras","7500000000724","Bebidas","2028-01-24","Quaker","475.46","162"
"Limon Desayuno","7500000000725","Lacteos","2027-12-29","Nutrioli","474.37","101"
"Galletas Verduras","7500000000726","Condimentos","2027-06-12","Lala","296.58","117"
"Ajo Conservas","7500000000727","Bebidas","2027-07-04","Brillante","18.91","164"
"Mayonesa Frutas","7500000000728","Frutas","2026-09-23","Tampico","179.93","434"
"Platano Lacteos","7500000000729","Desayuno","2027-08-25","Bimbo","282.07","221"
"Ketchup Bebidas","7500000000730","Condimentos","2026-11-30","McCormick","419.23","236"
"Vino Verduras","7500000000731","Bebidas","2027-02-21","Lala","403.79","129"
"Azucar Bebidas","7500000000732","Conservas","2026-09-24","Nutrioli","129.26","490"
"Zanahoria Panaderia","7500000000733","Conservas","2027-05-28","Quaker","340.15","35"
"Arroz Bebidas","7500000000734","Desayuno","2027-10-24","Bimbo","17.81","453"
"Zanahoria Alimentos","7500000000735","Bebidas","2027-01-23","Activia","169.99","241"
"Arroz Condimentos","7500000000736","Verduras","2026-09-19","Activia","347.88","274"
"Vino Conservas","7500000000737","Carnes","2027-10-24","Rosarita","465.2","172"
"Refresco Panaderia","7500000000738","Carnes","2027-04-06","Quaker","333.24","79"
"Vinagre Condimentos","7500000000739","Carnes","2027-06-02","Quaker","458.26","395"
"Carne Desayuno","7500000000740","Bebidas","2026-07-14","Tampico","269.14","376"
"Salsa Lacteos","7500000000741","Lacteos","2027-05-09","Tampico","216.8","96"
"Frijoles Verduras","7500000000742","Lacteos","2026-10-14","Heinz","103.72","152"
"Mayonesa Alimentos","7500000000743","Verduras","2026-09-27","Activia","293.6","161"
"Cereal Bebidas","7500000000744","Conservas","2028-01-05","Brillante","244.15","146"
"Crema Bebidas","7500000000745","Verduras","2027-07-08","Heinz","91.52","183"
"Salsa Bebidas","7500000000746","Panaderia","2027-08-08","Brillante","413.77","124"
"Salsa Condimentos","7500000000747","Alimentos","2027-07-30","Heinz","446.27","43"
"Yogurt Lacteos","7500000000748","Alimentos","2027-07-20","Rosarita","371.61","123"
"Vinagre Alimentos","7500000000749","Panaderia","2028-02-06","Nescafe","435.29","275"
"Sardina Verduras","7500000000750","Bebidas","2026-11-13","McCormick","29.09","131"
"Pan Alimentos","7500000000751","Alimentos","2026-12-09","Brillante","346.62","205"
"Platano Frutas","7500000000752","Carnes","2026-07-29","Tampico","30.82","220"
"Galletas Condimentos","7500000000753","Bebidas","2026-11-09","Rosarita","22.55","193"
"Papas Alimentos","7500000000754","Lacteos","2027-01-14","Quaker","123.51","377"
"Yogurt Bebidas","7500000000755","Conservas","2026-09-09","Rosarita","333.12","23"
"Carne Alimentos","7500000000756","Bebidas","2027-08-14","Activia","183.1","69"
"Leche Desayuno","7500000000757","Conservas","2027-07-30","Nutrioli","121.14","349"
"Vino Bebidas","7500000000758","Frutas","2027-03-27","Nescafe","196.53","203"
"Platano Carnes","7500000000759","Bebidas","2027-02-18","Nescafe","179.99","235"
"Cerveza Verduras","7500000000760","Condimentos","2027-12-16","McCormick","167.34","198"
"Chocolate Carnes","7500000000761","Conservas","2026-11-24","Nutrioli","449.0","475"
"Papas Verduras","7500000000762","Lacteos","2026-09-07","Lala","15.86","481"
"Ajo Frutas","7500000000763","Conservas","2026-08-22","Activia","320.96","85"
"Chiles Carnes","7500000000764","Panaderia","2026-12-12","Nescafe","397.99","268"
"Azucar Panaderia","7500000000765","Conservas","2027-09-03","Nutrioli","487.54","331"
"Sardina Lacteos","7500000000766","Condimentos","2027-01-02","McCormick","229.55","193"
"Queso Condimentos","7500000000767","Verduras","2027-07-25","Heinz","30.55","300"
"Pimienta Verduras","7500000000768","Frutas","2027-04-29","McCormick","124.03","290"
"Manzana Verduras","7500000000769","Condimentos","2026-12-26","McCormick","274.11","384"
"Cereal Frutas","7500000000770","Condimentos","2028-01-12","Bimbo","481.04","248"
"Manzana Verduras","7500000000771","Bebidas","2026-12-22","Rosarita","310.68","354"
"Vinagre Desayuno","7500000000772","Lacteos","2027-01-27","Quaker","301.1","91"
"Chocolate Verduras","7500000000773","Bebidas","2027-07-19","McCormick","153.58","62"
"Arroz Desayuno","7500000000774","Panaderia","2027-05-05","Nutrioli","25.96","344"
"Platano Conservas","7500000000775","Condimentos","2028-03-02","Quaker","422.7","319"
"Sal Frutas","7500000000776","Carnes","2027-06-25","Nescafe","262.6","253"
"Carne Desayuno","7500000000777","Panaderia","2028-01-21","Bimbo","49.43","477"
"Mostaza Panaderia","7500000000778","Frutas","2027-07-23","Nutrioli","287.49","259"
"Cafe Panaderia","7500000000779","Carnes","2028-01-08","Lala","401.16","111"
"Cafe Frutas","7500000000780","Verduras","2026-07-13","Activia","210.46","140"
"Leche Bebidas","7500000000781","Frutas","2027-05-25","Nescafe","201.95","122"
"Naranja Lacteos","7500000000782","Condimentos","2027-10-17","McCormick","358.34","330"
"Sardina Bebidas","7500000000783","Verduras","2027-02-26","Nutrioli","128.07","398"
"Pimienta Carnes","7500000000784","Carnes","2026-11-12","Activia","172.98","129"
"Jugo Frutas","7500000000785","Panaderia","2028-01-27","Activia","331.76","218"
"Pan Panaderia","7500000000786","Verduras","2028-02-28","McCormick","129.51","435"
"Frijoles Panaderia","7500000000787","Lacteos","2026-07-04","Quaker","37.92","232"
"Zanahoria Condimentos","7500000000788","Panaderia","2027-03-08","Tampico","116.55","445"
"Pollo Bebidas","7500000000789","Carnes","2028-03-12","Nutrioli","149.98","59"
"Limon Lacteos","7500000000790","Bebidas","2027-01-13","Lala","260.45","458"
"Carne Conservas","7500000000791","Frutas","2027-04-14","Activia","78.19","335"
"Vinagre Carnes","7500000000792","Alimentos","2027-09-17","Rosarita","428.89","245"
"Ajo Condimentos","7500000000793","Alimentos","2027-12-05","Quaker","84.22","453"
"Avena Carnes","7500000000794","Frutas","2026-07-16","Heinz","318.91","107"
"Vinagre Conservas","7500000000795","Verduras","2026-11-03","Lala","406.56","114"
"Carne Frutas","7500000000796","Carnes","2027-07-23","McCormick","189.32","92"
"Pescado Condimentos","7500000000797","Lacteos","2026-09-21","Lala","269.97","129"
"Carne Condimentos","7500000000798","Frutas","2027-03-14","Bimbo","286.54","303"
"Yogurt Condimentos","7500000000799","Lacteos","2027-05-08","Tampico","142.54","288"
"Zanahoria Conservas","7500000000800","Condimentos","2028-02-15","McCormick","442.81","476"
"Ajo Conservas","7500000000801","Condimentos","2027-04-04","Tampico","270.08","449"
"Platano Condimentos","7500000000802","Conservas","2028-03-10","Brillante","331.7","224"
"Agua Verduras","7500000000803","Verduras","2027-03-27","Bimbo","344.92","372"
"Naranja Alimentos","7500000000804","Verduras","2027-06-14","Lala","418.73","63"
"Ketchup Lacteos","7500000000805","Lacteos","2026-07-14","Heinz","340.74","337"
"Carne Frutas","7500000000806","Conservas","2026-09-09","Bimbo","479.35","314"
"Crema Condimentos","7500000000807","Alimentos","2026-12-05","Nutrioli","458.23","163"
"Ketchup Lacteos","7500000000808","Verduras","2026-11-21","Nutrioli","57.51","209"
"Zanahoria Conservas","7500000000809","Frutas","2027-02-25","Lala","390.94","334"
"Carne Verduras","7500000000810","Desayuno","2026-08-23","Tampico","319.24","222"
"Cafe Condimentos","7500000000811","Bebidas","2027-05-04","McCormick","481.76","213"
"Salsa Carnes","7500000000812","Condimentos","2026-12-08","Activia","163.54","243"
"Mostaza Desayuno","7500000000813","Desayuno","2026-11-12","Lala","323.71","21"
"Soya Verduras","7500000000814","Verduras","2028-02-09","McCormick","441.39","223"
"Mostaza Desayuno","7500000000815","Verduras","2027-01-21","Activia","413.86","41"
"Ketchup Condimentos","7500000000816","Conservas","2028-02-25","Quaker","450.91","49"
"Chocolate Lacteos","7500000000817","Lacteos","2027-04-04","Rosarita","16.1","293"
"Pan Frutas","7500000000818","Alimentos","2028-02-04","Activia","272.83","97"
"Carne Bebidas","7500000000819","Verduras","2028-01-18","Heinz","79.24","259"
"Pollo Condimentos","7500000000820","Conservas","2027-07-11","Rosarita","323.81","224"
"Yogurt Verduras","7500000000821","Panaderia","2026-10-22","Brillante","343.27","482"
"Mantequilla Conservas","7500000000822","Desayuno","2026-10-10","Nutrioli","307.0","151"
"Cebolla Lacteos","7500000000823","Conservas","2027-12-18","Activia","132.99","267"
"Pollo Carnes","7500000000824","Lacteos","2026-10-27","Nescafe","227.46","175"
"Vino Conservas","7500000000825","Conservas","2027-06-15","Tampico","200.47","287"
"Salsa Verduras","7500000000826","Panaderia","2027-03-20","Brillante","206.53","123"
"Vinagre Conservas","7500000000827","Alimentos","2027-05-26","Nutrioli","133.58","481"
"Platano Panaderia","7500000000828","Frutas","2027-01-25","Rosarita","331.51","386"
"Vino Verduras","7500000000829","Verduras","2027-11-15","Heinz","403.0","314"
"Cereal Lacteos","7500000000830","Alimentos","2027-07-27","Lala","29.99","454"
"Yogurt Bebidas","7500000000831","Lacteos","2027-09-22","McCormick","217.1","87"
"Sardina Lacteos","7500000000832","Desayuno","2027-04-13","Brillante","236.09","117"
"Carne Conservas","7500000000833","Alimentos","2027-01-18","Rosarita","97.35","29"
"Papas Verduras","7500000000834","Carnes","2027-04-08","Brillante","148.14","247"
"Aceite Condimentos","7500000000835","Verduras","2027-06-30","Nescafe","92.51","293"
"Sal Conservas","7500000000836","Conservas","2027-11-10","Nutrioli","479.49","258"
"Atun Condimentos","7500000000837","Panaderia","2027-01-14","Nutrioli","251.74","287"
"Jugo Panaderia","7500000000838","Bebidas","2027-11-03","Nescafe","18.92","58"
"Atun Verduras","7500000000839","Bebidas","2027-03-23","Heinz","181.98","83"
"Ketchup Carnes","7500000000840","Panaderia","2027-09-14","Tampico","217.86","94"
"Pimienta Desayuno","7500000000841","Conservas","2028-02-18","Lala","366.84","330"
"Leche Desayuno","7500000000842","Desayuno","2027-10-02","Heinz","404.09","496"
"Queso Frutas","7500000000843","Desayuno","2028-03-31","McCormick","60.63","136"
"Ajo Condimentos","7500000000844","Lacteos","2028-02-06","Lala","133.49","451"
"Cafe Desayuno","7500000000845","Bebidas","2026-07-13","Heinz","497.83","369"
"Pescado Bebidas","7500000000846","Carnes","2027-08-11","Bimbo","109.98","319"
"Huevo Desayuno","7500000000847","Desayuno","2027-06-26","Bimbo","172.68","78"
"Salsa Alimentos","7500000000848","Alimentos","2026-08-24","Lala","271.9","160"
"Cebolla Carnes","7500000000849","Lacteos","2026-11-28","Heinz","83.31","381"
"Sal Verduras","7500000000850","Frutas","2027-08-30","Lala","124.16","137"
"Refresco Lacteos","7500000000851","Conservas","2026-11-16","Nescafe","158.7","87"
"Tomate Carnes","7500000000852","Condimentos","2027-06-20","Nescafe","53.11","114"
"Crema Panaderia","7500000000853","Desayuno","2026-12-25","Nescafe","372.88","56"
"Mayonesa Lacteos","7500000000854","Desayuno","2026-10-21","Nutrioli","118.0","172"
"Arroz Alimentos","7500000000855","Verduras","2027-07-03","Heinz","46.49","37"
"Galletas Desayuno","7500000000856","Desayuno","2028-02-10","Nescafe","389.72","346"
"Pollo Bebidas","7500000000857","Carnes","2028-02-21","McCormick","379.46","22"
"Chiles Condimentos","7500000000858","Alimentos","2027-03-31","Tampico","195.55","437"
"Naranja Verduras","7500000000859","Alimentos","2028-03-23","Nescafe","220.47","324"
"Crema Panaderia","7500000000860","Conservas","2027-11-22","Nescafe","381.62","378"
"Vinagre Frutas","7500000000861","Panaderia","2027-05-26","Bimbo","314.16","150"
"Pan Condimentos","7500000000862","Condimentos","2028-02-22","Brillante","492.98","297"
"Leche Bebidas","7500000000863","Lacteos","2027-02-22","McCormick","300.63","452"
"Mayonesa Desayuno","7500000000864","Panaderia","2026-07-23","Lala","368.1","477"
"Cafe Bebidas","7500000000865","Alimentos","2026-09-25","Heinz","281.47","297"
"Frijoles Alimentos","7500000000866","Bebidas","2027-06-21","Quaker","354.91","317"
"Vino Panaderia","7500000000867","Panaderia","2026-12-08","Brillante","319.09","147"
"Crema Lacteos","7500000000868","Conservas","2027-11-24","Activia","104.05","474"
"Crema Carnes","7500000000869","Condimentos","2027-04-06","McCormick","20.67","397"
"Pan Lacteos","7500000000870","Frutas","2027-12-15","Activia","187.04","189"
"Ajo Lacteos","7500000000871","Verduras","2028-03-28","Brillante","322.87","360"
"Naranja Alimentos","7500000000872","Alimentos","2028-04-01","Bimbo","284.0","36"
"Vinagre Panaderia","7500000000873","Conservas","2028-01-10","Bimbo","498.71","75"
"Cereal Lacteos","7500000000874","Desayuno","2027-11-03","Activia","306.73","12"
"Vinagre Bebidas","7500000000875","Condimentos","2026-09-11","Rosarita","426.96","323"
"Queso Conservas","7500000000876","Desayuno","2028-02-26","Activia","475.21","465"
"Frijoles Carnes","7500000000877","Desayuno","2026-12-17","McCormick","230.7","412"
"Yogurt Verduras","7500000000878","Carnes","2027-01-17","Brillante","498.11","46"
"Sardina Bebidas","7500000000879","Panaderia","2028-02-17","Nescafe","59.14","343"
"Pescado Conservas","7500000000880","Bebidas","2027-01-02","Bimbo","105.58","476"
"Cafe Alimentos","7500000000881","Bebidas","2027-11-13","Nescafe","261.12","116"
"Cerveza Frutas","7500000000882","Bebidas","2027-08-04","McCormick","45.75","321"
"Sardina Lacteos","7500000000883","Lacteos","2027-04-20","Rosarita","440.17","171"
"Pollo Panaderia","7500000000884","Carnes","2027-11-19","Rosarita","54.52","251"
"Mantequilla Condimentos","7500000000885","Conservas","2026-12-27","Rosarita","415.42","386"
"Refresco Lacteos","7500000000886","Conservas","2027-09-27","Quaker","68.61","366"
"Ketchup Verduras","7500000000887","Alimentos","2028-01-13","McCormick","145.8","417"
"Manzana Carnes","7500000000888","Carnes","2026-08-06","Nescafe","252.48","464"
"Avena Desayuno","7500000000889","Bebidas","2027-11-19","McCormick","24.99","247"
"Sardina Frutas","7500000000890","Lacteos","2027-03-09","Quaker","203.45","139"
"Frijoles Alimentos","7500000000891","Bebidas","2027-09-23","McCormick","188.12","114"
"Mantequilla Bebidas","7500000000892","Conservas","2028-01-29","Rosarita","96.65","264"
"Cerveza Carnes","7500000000893","Condimentos","2027-11-01","Lala","214.93","344"
"Vinagre Conservas","7500000000894","Desayuno","2026-07-13","McCormick","391.83","253"
"Mayonesa Conservas","7500000000895","Frutas","2027-12-25","Rosarita","459.04","388"
"Pescado Lacteos","7500000000896","Lacteos","2028-03-31","Quaker","349.16","422"
"Jugo Panaderia","7500000000897","Lacteos","2027-08-03","Activia","463.0","373"
"Aceite Verduras","7500000000898","Desayuno","2028-01-18","Tampico","260.03","135"
"Pimienta Desayuno","7500000000899","Carnes","2027-03-26","Bimbo","452.74","328"
"Cafe Conservas","7500000000900","Alimentos","2027-08-05","Heinz","457.14","440"
"Cebolla Bebidas","7500000000901","Verduras","2027-08-28","Activia","111.59","25"
"Cereal Verduras","7500000000902","Condimentos","2027-03-07","Activia","165.29","473"
"Cerveza Condimentos","7500000000903","Alimentos","2026-10-24","Nescafe","373.68","175"
"Limon Alimentos","7500000000904","Frutas","2028-02-18","Quaker","20.25","172"
"Platano Conservas","7500000000905","Condimentos","2027-09-12","McCormick","176.7","469"
"Mostaza Lacteos","7500000000906","Verduras","2026-07-29","McCormick","240.08","133"
"Soya Conservas","7500000000907","Carnes","2028-03-31","Bimbo","424.94","229"
"Papas Desayuno","7500000000908","Condimentos","2027-11-08","Lala","473.77","158"
"Mostaza Bebidas","7500000000909","Lacteos","2028-02-29","Brillante","270.14","470"
"Soya Desayuno","7500000000910","Panaderia","2026-09-30","McCormick","395.11","358"
"Vino Alimentos","7500000000911","Alimentos","2027-09-16","Bimbo","370.79","323"
"Cereal Condimentos","7500000000912","Panaderia","2027-09-01","Tampico","274.66","382"
"Pimienta Conservas","7500000000913","Frutas","2027-09-25","Activia","229.76","321"
"Soya Conservas","7500000000914","Conservas","2026-12-19","Quaker","51.88","162"
"Leche Lacteos","7500000000915","Bebidas","2026-08-13","Tampico","16.19","90"
"Jugo Lacteos","7500000000916","Desayuno","2026-09-21","McCormick","264.88","13"
"Cebolla Carnes","7500000000917","Conservas","2027-03-07","Quaker","474.76","201"
"Salsa Conservas","7500000000918","Lacteos","2027-06-19","McCormick","259.88","491"
"Naranja Verduras","7500000000919","Desayuno","2027-07-06","McCormick","104.84","12"
"Ketchup Frutas","7500000000920","Verduras","2026-12-27","Rosarita","177.43","61"
"Pollo Frutas","7500000000921","Verduras","2026-08-19","McCormick","84.22","158"
"Chiles Lacteos","7500000000922","Bebidas","2027-11-21","Bimbo","304.59","23"
"Mantequilla Lacteos","7500000000923","Lacteos","2028-02-04","Rosarita","391.68","171"
"Soya Carnes","7500000000924","Bebidas","2026-07-16","Quaker","20.13","365"
"Azucar Alimentos","7500000000925","Frutas","2027-02-10","Nutrioli","461.98","282"
"Tomate Condimentos","7500000000926","Alimentos","2027-01-29","Heinz","404.64","361"
"Platano Condimentos","7500000000927","Bebidas","2028-02-18","Quaker","60.57","67"
"Ketchup Verduras","7500000000928","Bebidas","2026-10-14","Activia","134.1","59"
"Chiles Carnes","7500000000929","Frutas","2028-02-03","McCormick","348.75","322"
"Manzana Bebidas","7500000000930","Desayuno","2027-10-04","Heinz","193.24","49"
"Cerveza Condimentos","7500000000931","Verduras","2026-07-17","Heinz","299.79","78"
"Crema Frutas","7500000000932","Condimentos","2027-12-28","Rosarita","260.29","265"
"Mostaza Desayuno","7500000000933","Lacteos","2027-08-26","Lala","180.17","297"
"Refresco Carnes","7500000000934","Condimentos","2027-02-28","Tampico","230.5","272"
"Papas Alimentos","7500000000935","Verduras","2028-02-09","Rosarita","112.1","450"
"Naranja Lacteos","7500000000936","Desayuno","2027-09-23","Nutrioli","355.05","31"
"Platano Frutas","7500000000937","Bebidas","2026-07-16","Bimbo","188.82","56"
"Pimienta Panaderia","7500000000938","Desayuno","2026-09-16","Heinz","476.61","384"
"Huevo Alimentos","7500000000939","Conservas","2026-12-23","Lala","106.79","32"
"Sal Desayuno","7500000000940","Verduras","2027-04-26","Nutrioli","99.41","306"
"Vinagre Conservas","7500000000941","Bebidas","2027-08-10","Quaker","27.51","92"
"Carne Carnes","7500000000942","Verduras","2026-09-08","Quaker","89.3","88"
"Cereal Carnes","7500000000943","Panaderia","2027-03-07","Nutrioli","356.38","394"
"Limon Bebidas","7500000000944","Alimentos","2026-08-04","Brillante","387.23","387"
"Cereal Verduras","7500000000945","Alimentos","2026-07-20","Nutrioli","440.22","130"
"Manzana Desayuno","7500000000946","Condimentos","2026-11-10","Rosarita","496.01","343"
"Mantequilla Condimentos","7500000000947","Carnes","2026-07-26","Nutrioli","433.11","415"
"Mayonesa Verduras","7500000000948","Bebidas","2027-08-16","McCormick","162.87","142"
"Ketchup Lacteos","7500000000949","Conservas","2027-12-19","Brillante","451.49","149"
"Pimienta Lacteos","7500000000950","Desayuno","2027-02-11","Lala","447.63","173"
"Naranja Desayuno","7500000000951","Conservas","2027-04-03","Activia","102.11","441"
"Agua Alimentos","7500000000952","Frutas","2027-09-02","Lala","319.93","402"
"Cereal Desayuno","7500000000953","Carnes","2028-03-31","Nescafe","14.32","312"
"Cerveza Desayuno","7500000000954","Lacteos","2027-03-27","Nutrioli","210.48","321"
"Cerveza Lacteos","7500000000955","Condimentos","2027-05-15","Rosarita","163.33","456"
"Salsa Verduras","7500000000956","Desayuno","2027-07-12","Activia","135.49","86"
"Ketchup Frutas","7500000000957","Conservas","2026-09-20","Quaker","476.94","160"
"Cereal Frutas","7500000000958","Desayuno","2026-08-26","Activia","288.59","480"
"Mostaza Lacteos","7500000000959","Panaderia","2027-02-14","McCormick","158.89","104"
"Salsa Lacteos","7500000000960","Frutas","2026-08-07","Brillante","184.32","262"
"Cereal Lacteos","7500000000961","Alimentos","2027-11-13","Quaker","387.9","63"
"Cereal Desayuno","7500000000962","Lacteos","2027-02-20","Nescafe","305.86","391"
"Yogurt Frutas","7500000000963","Frutas","2027-02-26","Tampico","222.59","479"
"Leche Conservas","7500000000964","Frutas","2027-11-18","Activia","52.54","396"
"Vinagre Panaderia","7500000000965","Bebidas","2027-07-13","McCormick","63.38","259"
"Leche Verduras","7500000000966","Frutas","2027-10-23","Activia","445.61","10"
"Mostaza Conservas","7500000000967","Bebidas","2027-09-20","Brillante","123.63","58"
"Limon Desayuno","7500000000968","Bebidas","2026-12-06","Lala","96.64","402"
"Pollo Verduras","7500000000969","Lacteos","2027-09-01","Heinz","242.0","308"
"Sal Panaderia","7500000000970","Verduras","2027-03-08","Tampico","236.7","352"
"Frijoles Condimentos","7500000000971","Lacteos","2027-01-06","Heinz","228.41","307"
"Carne Alimentos","7500000000972","Desayuno","2027-04-27","Quaker","413.24","383"
"Pescado Conservas","7500000000973","Condimentos","2027-06-13","Brillante","362.45","301"
"Cafe Carnes","7500000000974","Alimentos","2027-11-09","Quaker","486.22","315"
"Atun Condimentos","7500000000975","Conservas","2028-01-07","Heinz","414.95","142"
"Ketchup Desayuno","7500000000976","Lacteos","2026-09-24","Lala","251.82","484"
"Jugo Desayuno","7500000000977","Verduras","2026-10-13","Activia","29.45","311"
"Cereal Panaderia","7500000000978","Frutas","2027-06-19","Activia","212.85","92"
"Frijoles Verduras","7500000000979","Conservas","2028-01-29","Nescafe","331.73","279"
"Queso Panaderia","7500000000980","Bebidas","2028-02-06","Quaker","478.73","65"
"Limon Conservas","7500000000981","Verduras","2026-09-02","Heinz","494.56","74"
"Arroz Lacteos","7500000000982","Panaderia","2026-11-16","Activia","268.33","41"
"Avena Desayuno","7500000000983","Alimentos","2027-09-23","Activia","136.0","84"
"Azucar Carnes","7500000000984","Frutas","2026-07-11","Tampico","118.53","257"
"Carne Conservas","7500000000985","Alimentos","2027-01-15","McCormick","195.66","330"
"Sal Alimentos","7500000000986","Verduras","2026-07-10","Heinz","186.09","350"
"Jugo Carnes","7500000000987","Bebidas","2027-05-02","Nutrioli","48.55","255"
"Avena Bebidas","7500000000988","Bebidas","2028-01-12","Brillante","359.89","332"
"Cebolla Panaderia","7500000000989","Conservas","2028-01-07","Activia","140.61","237"
"Aceite Bebidas","7500000000990","Desayuno","2027-06-18","Bimbo","54.85","170"
"Cebolla Carnes","7500000000991","Bebidas","2027-07-20","Rosarita","234.85","90"
"Naranja Desayuno","7500000000992","Desayuno","2027-08-04","Rosarita","443.05","396"
"Crema Carnes","7500000000993","Verduras","2027-07-24","Nutrioli","12.19","336"
"Chocolate Alimentos","7500000000994","Desayuno","2026-12-03","Activia","345.16","226"
"Papas Lacteos","7500000000995","Bebidas","2026-09-05","Lala","432.55","483"
"Cerveza Panaderia","7500000000996","Verduras","2026-12-01","Nutrioli","71.64","180"
"Jugo Lacteos","7500000000997","Condimentos","2026-08-02","Rosarita","209.16","349"
"Aceite Verduras","7500000000998","Verduras","2027-09-25","Tampico","352.3","96"
"Carne Verduras","7500000000999","Alimentos","2026-12-16","Heinz","78.96","389"
"Huevo Panaderia","7500000001000","Alimentos","2027-03-19","Quaker","305.72","382"
"Mantequilla Alimentos","7500000001001","Panaderia","2027-12-15","Nescafe","155.45","223"
"Ajo Carnes","7500000001002","Condimentos","2027-03-18","McCormick","192.85","139"
"Pescado Alimentos","7500000001003","Frutas","2027-09-18","Lala","421.23","77"
"Mostaza Conservas","7500000001004","Verduras","2027-06-08","Nescafe","381.87","63"
"Vinagre Alimentos","7500000001005","Bebidas","2027-08-07","Tampico","343.81","172"
"Platano Panaderia","7500000001006","Panaderia","2027-09-22","Quaker","152.55","135"
"Pollo Bebidas","7500000001007","Frutas","2028-02-04","Rosarita","22.06","373"
"Platano Panaderia","7500000001008","Desayuno","2027-02-11","Activia","326.53","388"
